,primary_fuel,state,county,postcode
900,Hydro,New York,Jefferson County,13612.0
901,Hydro,New York,Lewis County,13433.0
902,Solar,New Jersey,Middlesex County,8810.0
903,Waste,North Carolina,Catawba County,28658.0
904,Gas,California,Orange County,92821.0
905,Wind,Illinois,Grundy County,60479.0
906,Wind,Illinois,LaSalle County,60470.0
907,Hydro,Rhode Island,Providence County,1504.0
908,Solar,South Carolina,Florence County,29591.0
909,Solar,South Carolina,Barnwell County,29817.0
910,Solar,California,Kern County,
911,Solar,North Carolina,Bladen County,
912,Solar,North Carolina,Bladen County,28320.0
913,Solar,North Carolina,Bladen County,28320.0
914,Solar,North Carolina,Bladen County,28320.0
915,Solar,Massachusetts,Worcester County,1562.0
916,Hydro,New York,Saint Lawrence County,13687.0
917,Hydro,Arkansas,Garland County,71956.0
918,Hydro,Minnesota,Morrison County,
919,Hydro,New York,Schoharie County,12076.0
920,Oil,North Carolina,Anson County,
921,Hydro,Idaho,Gooding County,
922,Hydro,Idaho,Gooding County,
923,Oil,Rhode Island,South County,2807.0
924,Wind,Rhode Island,South County,
925,Solar,South Carolina,Clarendon County,
926,Gas,Iowa,Davis County,
927,Solar,Iowa,Davis County,52537.0
928,Oil,Minnesota,Steele County,55917.0
929,Oil,Utah,Washington County,84730.0
930,Solar,Utah,Washington County,84730.0
931,Gas,Pennsylvania,Tioga County,16917.0
932,Gas,Wisconsin,Dane County,53703.0
933,Wind,Minnesota,Faribault County,56013.0
934,Wind,Minnesota,Faribault County,56013.0
935,Wind,Oklahoma,Comanche County,
936,Wind,Oklahoma,Caddo County,
937,Wind,Oklahoma,Comanche County,
938,Wind,Oklahoma,Caddo County,
939,Wind,Texas,Bailey County,
940,Wind,Ohio,Van Wert County,45891.0
941,Solar,Florida,Indian River County,32968.0
942,Oil,Minnesota,Faribault County,56013.0
943,Gas,Minnesota,Scott County,
944,Hydro,Alaska,Sitka,99835.0
945,Waste,California,Humboldt County,95525.0
946,Solar,Minnesota,Scott County,55347.0
947,Hydro,Colorado,Gunnison County,81247.0
948,Biomass,Utah,Beaver County,
949,Hydro,Georgia,Fannin County,
950,Waste,Kentucky,Estill County,40336.0
951,Waste,Pennsylvania,Franklin County,17254.0
952,Solar,California,El Dorado County,95762.0
953,Wind,Wisconsin,Fond du Lac County,53079.0
954,Solar,New Mexico,Rio Arriba County,
955,Gas,Colorado,Adams County,80018.0
956,Wind,Texas,Wilbarger County,
957,Wind,Texas,Hardeman County,
958,Storage,Texas,Wilbarger County,79225.0
959,Wind,Texas,Wilbarger County,76384.0
960,Gas,Missouri,Jackson County,64056.0
961,Waste,Michigan,Saint Clair County,
962,Solar,Texas,Bexar County,78223.0
963,Solar,Massachusetts,Worcester County,1536.0
964,Solar,Texas,Sterling County,
965,Solar,North Carolina,Wayne County,
966,Solar,Maryland,Prince George's County,20623.0
967,Gas,Kentucky,Oldham County,40032.0
968,Wind,Missouri,Gentry County,
969,Wind,Oklahoma,Beaver County,
970,Solar,New York,Ulster County,12401.0
971,Solar,New Mexico,Cibola County,87021.0
972,Wind,Indiana,Jay County,47371.0
973,Gas,New Mexico,San Juan County,87401.0
974,Geothermal,Utah,Beaver County,
975,Solar,Oregon,Klamath County,97622.0
976,Solar,New York,Suffolk County,11749.0
977,Gas,California,Riverside County,
978,Solar,California,Riverside County,
979,Solar,California,Riverside County,
980,Coal,Oregon,Morrow County,
981,Solar,New York,Clinton County,12959.0
982,Solar,New York,Clinton County,12959.0
983,Solar,New York,Clinton County,12959.0
984,Hydro,Massachusetts,Hampden County,1040.0
985,Solar,North Carolina,Lee County,
986,Wind,Texas,Archer County,
987,Wind,Minnesota,Pipestone County,56139.0
988,Biomass,Minnesota,Koochiching County,56649.0
989,Hydro,Idaho,Ada County,83716.0
990,Solar,Minnesota,Waseca County,56072.0
991,Solar,California,Los Angeles County,93591.0
992,Hydro,Vermont,Washington County,
993,Solar,North Carolina,Warren County,27589.0
994,Solar,Massachusetts,Worcester County,1740.0
995,Hydro,Vermont,Orange County,5081.0
996,Coal,Utah,Uintah County,
997,Gas,Kansas,Finney County,67846.0
998,Solar,South Carolina,Clarendon County,
999,Solar,North Carolina,Jones County,
1000,Solar,South Carolina,Clarendon County,29102.0
1001,Hydro,Oregon,Multnomah County,98639.0
1002,Solar,Florida,Polk County,33860.0
1003,Hydro,Maine,York County,4042.0
1004,Solar,Arizona,Pinal County,
1005,Oil,Oklahoma,Payne County,74075.0
1006,Hydro,Tennessee,Washington County,37615.0
1007,Hydro,Massachusetts,Middlesex County,1850.0
1008,Solar,New Jersey,Burlington County,8505.0
1009,Wind,North Dakota,Rolette County,58367.0
1010,Hydro,California,Kern County,93205.0
1011,Gas,Texas,Hutchinson County,79007.0
1012,Solar,Oregon,Clackamas County,97055.0
1013,Storage,California,San Diego County,92004.0
1014,Gas,Indiana,Jasper County,47943.0
1015,Solar,North Carolina,Nash County,27804.0
1016,Gas,Texas,Bosque County,76644.0
1017,Oil,North Carolina,Rutherford County,
1018,Gas,Massachusetts,Suffolk County,2118.0
1019,Solar,Massachusetts,Norfolk County,2171.0
1020,Geothermal,California,Lake County,95426.0
1021,Hydro,Utah,Garfield County,
1022,Hydro,Colorado,Boulder County,
1023,Hydro,Colorado,Boulder County,
1024,Hydro,Colorado,Boulder County,
1025,Hydro,Colorado,Boulder County,80466.0
1026,Gas,Washington,Spokane County,99027.0
1027,Solar,Nevada,Clark County,
1028,Solar,Nevada,Clark County,
1029,Oil,Georgia,Chatham County,31405.0
1030,Hydro,Washington,Pend Oreille County,
1031,Gas,Utah,Davis County,84010.0
1032,Solar,Massachusetts,Middlesex County,1746.0
1033,Solar,Massachusetts,Worcester County,1542.0
1034,Solar,Texas,Austin County,77485.0
1035,Biomass,Tennessee,McMinn County,37309.0
1036,Solar,Massachusetts,Hampden County,1057.0
1037,Coal,Georgia,Bartow County,30120.0
1038,Waste,California,Orange County,92676.0
1039,Solar,Maryland,Prince George's County,20715.0
1040,Gas,New York,Rockland County,10927.0
1041,Gas,Ohio,Wood County,43403.0
1042,Gas,Ohio,Wood County,43402.0
1043,Wind,Ohio,Wood County,43565.0
1044,Hydro,California,Nevada County,
1045,Hydro,Washington,Pend Oreille County,99139.0
1046,Hydro,California,Siskiyou County,96067.0
1047,Hydro,South Carolina,Laurens County,29360.0
1048,Oil,Virginia,Dinwiddie County,23803.0
1049,Hydro,Wyoming,Fremont County,
1050,Gas,Connecticut,Capitol Region COG,6096.0
1051,Hydro,Alaska,Kenai Peninsula,
1052,Solar,North Carolina,Hertford County,
1053,Geothermal,Nevada,Churchill County,
1054,Wind,North Dakota,Hettinger County,
1055,Wind,North Dakota,Stark County,
1056,Nuclear,Illinois,Will County,60408.0
1057,Hydro,Minnesota,Crow Wing County,56401.0
1058,Solar,Massachusetts,Norfolk County,2184.0
1059,Solar,Massachusetts,Bristol County,2717.0
1060,Petcoke,Louisiana,Rapides Parish,
1061,Coal,Maryland,Anne Arundel County,
1062,Gas,Texas,Lubbock County,79409.0
1063,Gas,Florida,Duval County,32220.0
1064,Gas,Maryland,Prince George's County,20613.0
1065,Oil,Connecticut,South Central COG,6405.0
1066,Solar,North Carolina,Nash County,27557.0
1067,Hydro,Virginia,Chesterfield County,23803.0
1068,Solar,Connecticut,Naugatuck Valley COG,6705.0
1069,Hydro,Maine,Somerset County,4478.0
1070,Wind,Texas,Scurry County,79517.0
1071,Waste,California,Orange County,92823.0
1072,Wind,Oklahoma,Garfield County,73738.0
1073,Oil,Illinois,Clinton County,62230.0
1074,Solar,New York,Chemung County,14861.0
1075,Waste,Michigan,Genesee County,48457.0
1076,Gas,New York,Suffolk County,11717.0
1077,Solar,New York,Suffolk County,11717.0
1078,Waste,Florida,Brevard County,
1079,Oil,Alaska,Nome,99785.0
1080,Solar,Massachusetts,Barnstable County,2631.0
1081,Solar,New Jersey,Monmouth County,7727.0
1082,Oil,Connecticut,Southeastern Connecticut COG,6340.0
1083,Solar,New Jersey,Gloucester County,8014.0
1084,Gas,Connecticut,Greater Bridgeport COG,6604.0
1085,Gas,Connecticut,Greater Bridgeport COG,6605.0
1086,Gas,Texas,Wise County,76426.0
1087,Gas,Connecticut,Greater Bridgeport COG,6605.0
1088,Hydro,North Carolina,Burke County,
1089,Gas,Massachusetts,Plymouth County,2324.0
1090,Biomass,Ohio,Williams County,43543.0
1091,Waste,New Hampshire,Grafton County,3217.0
1092,Solar,Massachusetts,Plymouth County,2324.0
1093,Hydro,Utah,Box Elder County,84303.0
1094,Wind,Illinois,McLean County,61726.0
1095,Solar,Colorado,Adams County,80602.0
1096,Wind,Texas,Briscoe County,79257.0
1097,Wind,Texas,Moore County,79086.0
1098,Gas,New Jersey,Mercer County,8540.0
1099,Gas,New Jersey,Middlesex County,8901.0
